domain,skill,demand_count,supply_count,gap,anomaly_flag
Civil & Mechanical Engineering,kind,0,6,-6,NO
Civil & Mechanical Engineering,acrylic,0,6,-6,NO
Civil & Mechanical Engineering,ngs systems,0,6,-6,NO
Civil & Mechanical Engineering,munis,0,6,-6,NO
Civil & Mechanical Engineering,streak crm,0,6,-6,NO
Civil & Mechanical Engineering,consistently meet goals,0,6,-6,NO
Civil & Mechanical Engineering,spring,0,6,-6,NO
Civil & Mechanical Engineering,instructing,0,6,-6,NO
Civil & Mechanical Engineering,protel,0,6,-6,NO
Civil & Mechanical Engineering,epicor,0,6,-6,NO
Civil & Mechanical Engineering,technical grammar skills,0,6,-6,NO
Civil & Mechanical Engineering,excellent managerial techniques,0,6,-6,NO
Civil & Mechanical Engineering,algorithms and data structures,0,6,-6,NO
Civil & Mechanical Engineering,biology,0,6,-6,NO
Civil & Mechanical Engineering,hospice,0,6,-6,NO
Civil & Mechanical Engineering,c languages,0,6,-6,NO
Civil & Mechanical Engineering,validations,0,6,-6,NO
Civil & Mechanical Engineering,secretarial,0,6,-6,NO
Civil & Mechanical Engineering,client liaison,0,6,-6,NO
Civil & Mechanical Engineering,presenter,0,6,-6,NO
Civil & Mechanical Engineering,solenoid/valves,0,6,-6,NO
Civil & Mechanical Engineering,neural networks.,0,6,-6,NO
Civil & Mechanical Engineering,embedded hardware & software,0,6,-6,NO
Civil & Mechanical Engineering,relational database,0,6,-6,NO
Civil & Mechanical Engineering,valuation,0,6,-6,NO
Civil & Mechanical Engineering,siemens step 7,0,6,-6,NO
Civil & Mechanical Engineering,programming in java,0,6,-6,NO
Civil & Mechanical Engineering,front end,0,6,-6,NO
Civil & Mechanical Engineering,bank reconciliations and balancing,0,6,-6,NO
Civil & Mechanical Engineering,file,0,6,-6,NO
Civil & Mechanical Engineering,budget management,0,6,-6,NO
Civil & Mechanical Engineering,articulate,0,6,-6,NO
Civil & Mechanical Engineering,reception,0,6,-6,NO
Civil & Mechanical Engineering,glacier tax prep,0,6,-6,NO
Civil & Mechanical Engineering,sound cards,0,6,-6,NO
Civil & Mechanical Engineering,federal acquisition,0,6,-6,NO
Civil & Mechanical Engineering,mechanically-inclined,0,6,-6,NO
Civil & Mechanical Engineering,communication/presentations,0,6,-6,NO
Civil & Mechanical Engineering,inspector,0,6,-6,NO
Civil & Mechanical Engineering,corporate accounting,0,6,-6,NO
Civil & Mechanical Engineering,quality inspection professional,0,6,-6,NO
Civil & Mechanical Engineering,assurance analyst,0,6,-6,NO
Civil & Mechanical Engineering,bug tracking,0,6,-6,NO
Civil & Mechanical Engineering,systems support,0,6,-6,NO
Civil & Mechanical Engineering,wsam image,0,6,-6,NO
Civil & Mechanical Engineering,structured text,0,6,-6,NO
Civil & Mechanical Engineering,staff,0,6,-6,NO
Civil & Mechanical Engineering,api design,0,6,-6,NO
Civil & Mechanical Engineering,keep,0,6,-6,NO
Civil & Mechanical Engineering,sensors,0,6,-6,NO
Civil & Mechanical Engineering,netbeans,0,6,-6,NO
Civil & Mechanical Engineering,astrex,0,6,-6,NO
Civil & Mechanical Engineering,managerial,0,6,-6,NO
Civil & Mechanical Engineering,copier,0,6,-6,NO
Civil & Mechanical Engineering,it support services,0,6,-6,NO
Civil & Mechanical Engineering,microcontroller,0,6,-6,NO
Civil & Mechanical Engineering,monitoring and evaluation skills,0,6,-6,NO
Civil & Mechanical Engineering,business processes,0,6,-6,NO
Civil & Mechanical Engineering,kibana,0,6,-6,NO
Civil & Mechanical Engineering,microsoft test manager,0,6,-6,NO
Civil & Mechanical Engineering,works well under pressure,0,6,-6,NO
Civil & Mechanical Engineering,linux os,0,6,-6,NO
Civil & Mechanical Engineering,diagnosis and repair,0,6,-6,NO
Civil & Mechanical Engineering,retail mortgage,0,6,-6,NO
Civil & Mechanical Engineering,m&e,0,6,-6,NO
Civil & Mechanical Engineering,antivirus,0,6,-6,NO
Civil & Mechanical Engineering,xamarin studio,0,6,-6,NO
Civil & Mechanical Engineering,security: basic knowledge of ipsec / ssl-vpn / nat / gre,0,6,-6,NO
Civil & Mechanical Engineering,salesforce lead management,0,6,-6,NO
Civil & Mechanical Engineering,bilingual spanish (fluent,0,6,-6,NO
Civil & Mechanical Engineering,erp : microsoft ax dynamics,0,6,-6,NO
Civil & Mechanical Engineering,developer 2000,0,6,-6,NO
Civil & Mechanical Engineering,aws view,0,6,-6,NO
Civil & Mechanical Engineering,openvpn,0,6,-6,NO
Civil & Mechanical Engineering,letters and memos,0,6,-6,NO
Civil & Mechanical Engineering,process-engineering,0,6,-6,NO
Civil & Mechanical Engineering,renovations,0,6,-6,NO
Civil & Mechanical Engineering,installation of hardware,0,6,-6,NO
Civil & Mechanical Engineering,mechanical component troubleshooting,0,6,-6,NO
Civil & Mechanical Engineering,snmp,0,6,-6,NO
Civil & Mechanical Engineering,analog and digital filter design,0,6,-6,NO
Civil & Mechanical Engineering,programming language,0,6,-6,NO
Civil & Mechanical Engineering,sas-stat,0,6,-6,NO
Civil & Mechanical Engineering,mcafee endpoint security,0,6,-6,NO
Civil & Mechanical Engineering,mlops,0,6,-6,NO
Civil & Mechanical Engineering,p&l management,0,6,-6,NO
Civil & Mechanical Engineering,positouch,0,6,-6,NO
Civil & Mechanical Engineering,app development (android and ios),0,6,-6,NO
Civil & Mechanical Engineering,and banked cash,0,6,-6,NO
Civil & Mechanical Engineering,informatica,0,6,-6,NO
Civil & Mechanical Engineering,aci-interchange,0,6,-6,NO
Civil & Mechanical Engineering,integrated reporting information system (iris),0,6,-6,NO
Civil & Mechanical Engineering,postgresql),0,6,-6,NO
Civil & Mechanical Engineering,iccverify,0,6,-6,NO
Civil & Mechanical Engineering,auto-cad,0,6,-6,NO
Civil & Mechanical Engineering,aviation,0,6,-6,NO
Civil & Mechanical Engineering,ms office: v-look up,0,6,-6,NO
Civil & Mechanical Engineering,analyzing market trends,0,6,-6,NO
Civil & Mechanical Engineering,model development,0,6,-6,NO
Civil & Mechanical Engineering,mrp,0,6,-6,NO
Civil & Mechanical Engineering,opengl,0,6,-6,NO
Civil & Mechanical Engineering,code blocks,0,6,-6,NO
Civil & Mechanical Engineering,proficient in ms-office (word/excel/powerpoint),0,6,-6,NO
Civil & Mechanical Engineering,accounting operations,0,6,-6,NO
Civil & Mechanical Engineering,tutoring,0,6,-6,NO
Civil & Mechanical Engineering,adt,0,6,-6,NO
Civil & Mechanical Engineering,socs,0,6,-6,NO
Civil & Mechanical Engineering,scrum & agile,0,6,-6,NO
Civil & Mechanical Engineering,employee relations,0,6,-6,NO
Civil & Mechanical Engineering,digital design,0,6,-6,NO
Civil & Mechanical Engineering,corrective maintenance,0,6,-6,NO
Civil & Mechanical Engineering,simulations using witness13 and simio,0,6,-6,NO
Civil & Mechanical Engineering,dataset management,0,6,-6,NO
Civil & Mechanical Engineering,office equipment such as copiers,0,6,-6,NO
Civil & Mechanical Engineering,software/pc/lan troubleshooting,0,6,-6,NO
Civil & Mechanical Engineering,device drivers,0,6,-6,NO
Civil & Mechanical Engineering,system administrator,0,6,-6,NO
Civil & Mechanical Engineering,environmental science,0,6,-6,NO
Civil & Mechanical Engineering,computer networks,0,6,-6,NO
Civil & Mechanical Engineering,networking: tcp/ip,0,6,-6,NO
Civil & Mechanical Engineering,pdf: adobe reader / adobe acrobat x,0,6,-6,NO
Civil & Mechanical Engineering,technical reviews,0,6,-6,NO
Civil & Mechanical Engineering,vista),0,6,-6,NO
Civil & Mechanical Engineering,junit,0,6,-6,NO
Civil & Mechanical Engineering,fabrication,0,6,-6,NO
Civil & Mechanical Engineering,technical communication skills - bug triage,0,6,-6,NO
Civil & Mechanical Engineering,wireless,0,6,-6,NO
Civil & Mechanical Engineering,iis 6,0,6,-6,NO
Civil & Mechanical Engineering,rest apis (graphql),0,6,-6,NO
Civil & Mechanical Engineering,resolve customer complaints,0,6,-6,NO
Civil & Mechanical Engineering,recruiting,0,6,-6,NO
Civil & Mechanical Engineering,grinders,0,6,-6,NO
Civil & Mechanical Engineering,chrome,0,6,-6,NO
Civil & Mechanical Engineering,real time embedded,0,6,-6,NO
Civil & Mechanical Engineering,powerworld,0,6,-6,NO
Civil & Mechanical Engineering,engineering standards expert,0,6,-6,NO
Civil & Mechanical Engineering,scada,0,6,-6,NO
Civil & Mechanical Engineering,critical thinking with root cause analysis,0,6,-6,NO
Civil & Mechanical Engineering,peer review,0,6,-6,NO
Civil & Mechanical Engineering,google apps (drive,0,6,-6,NO
Civil & Mechanical Engineering,pascal,0,6,-6,NO
Civil & Mechanical Engineering,automated testing,0,6,-6,NO
Civil & Mechanical Engineering,analytics,0,6,-6,NO
Civil & Mechanical Engineering,advanced problem solving abilities,0,6,-6,NO
Civil & Mechanical Engineering,professional demeanor,0,6,-6,NO
Civil & Mechanical Engineering,ms power point,0,6,-6,NO
Civil & Mechanical Engineering,technical proposal writing skills,0,6,-6,NO
Civil & Mechanical Engineering,procedure writing,0,6,-6,NO
Civil & Mechanical Engineering,32 and 64 slice cts,0,6,-6,NO
Civil & Mechanical Engineering,iso 9000,0,6,-6,NO
Civil & Mechanical Engineering,to check preparation and mailing,0,6,-6,NO
Civil & Mechanical Engineering,sublime text,0,6,-6,NO
Civil & Mechanical Engineering,configuration,0,6,-6,NO
Civil & Mechanical Engineering,computer applications,0,6,-6,NO
Civil & Mechanical Engineering,hyperion essbase,0,6,-6,NO
Civil & Mechanical Engineering,design and drafting of custom seal solutions,0,6,-6,NO
Civil & Mechanical Engineering,dependable,0,6,-6,NO
Civil & Mechanical Engineering,falcon dust-off compressed gas duster,0,6,-6,NO
Civil & Mechanical Engineering,erp-sap,0,6,-6,NO
Civil & Mechanical Engineering,gpu,0,6,-6,NO
Civil & Mechanical Engineering,clustering analysis,0,6,-6,NO
Civil & Mechanical Engineering,version control tools: git-bash,0,6,-6,NO
Civil & Mechanical Engineering,iso 8583,0,6,-6,NO
Civil & Mechanical Engineering,node.js,0,6,-6,NO
Civil & Mechanical Engineering,approval by appropriate party,0,6,-6,NO
Civil & Mechanical Engineering,geometric dimensioning,0,6,-6,NO
Civil & Mechanical Engineering,videoscribe software,0,6,-6,NO
Civil & Mechanical Engineering,orthopedics,0,6,-6,NO
Civil & Mechanical Engineering,ability to take initiative and exhibit flexibility.,0,6,-6,NO
Civil & Mechanical Engineering,using specialized accounting software.,0,6,-6,NO
Civil & Mechanical Engineering,aws(emr,0,6,-6,NO
Civil & Mechanical Engineering,staff training/development,0,6,-6,NO
Civil & Mechanical Engineering,financial planner,0,6,-6,NO
Civil & Mechanical Engineering,brake repair and replacement,0,6,-6,NO
Civil & Mechanical Engineering,fiscal management,0,6,-6,NO
Civil & Mechanical Engineering,pivot table,0,6,-6,NO
Civil & Mechanical Engineering,usability testing,0,6,-6,NO
Civil & Mechanical Engineering,problem-solver,0,6,-6,NO
Civil & Mechanical Engineering,machine learning engineering,0,6,-6,NO
Civil & Mechanical Engineering,skilled in the operation of workstations and servers,0,6,-6,NO
Civil & Mechanical Engineering,interviewing techniques,0,6,-6,NO
Civil & Mechanical Engineering,fixed asset solutions software,0,6,-6,NO
Civil & Mechanical Engineering,iworks,0,6,-6,NO
Civil & Mechanical Engineering,interpersonal and communication skills,0,6,-6,NO
Civil & Mechanical Engineering,coded the general ledger and processed vendor invoice payments.,0,6,-6,NO
Civil & Mechanical Engineering,have interpersonal skills to deal effectively with all business contacts.,0,6,-6,NO
Civil & Mechanical Engineering,excel training,0,6,-6,NO
Civil & Mechanical Engineering,technical report writing,0,6,-6,NO
Civil & Mechanical Engineering,clinical research,0,6,-6,NO
Civil & Mechanical Engineering,desktop support,0,6,-6,NO
Civil & Mechanical Engineering,dmf and project work process,0,6,-6,NO
Civil & Mechanical Engineering,aspen,0,6,-6,NO
Civil & Mechanical Engineering,database administration,0,6,-6,NO
Civil & Mechanical Engineering,revit,0,6,-6,NO
Civil & Mechanical Engineering,some experience with authentication protocols (radius / tacacs),0,6,-6,NO
Civil & Mechanical Engineering,responsible for preparing and posting entries for the daily posting packet,0,6,-6,NO
Civil & Mechanical Engineering,itil v,0,6,-6,NO
Civil & Mechanical Engineering,strong management skills,0,6,-6,NO
Civil & Mechanical Engineering,mechanical repair,0,6,-6,NO
Civil & Mechanical Engineering,ibm/lenovo,0,6,-6,NO
Civil & Mechanical Engineering,content development,0,6,-6,NO
Civil & Mechanical Engineering,some basic cisco ios,0,6,-6,NO
Civil & Mechanical Engineering,p & l management,0,6,-6,NO
Civil & Mechanical Engineering,windows (95,0,6,-6,NO
Civil & Mechanical Engineering,strong leadership skills,0,6,-6,NO
Civil & Mechanical Engineering,team-oriented,0,6,-6,NO
Civil & Mechanical Engineering,lstms,0,6,-6,NO
Civil & Mechanical Engineering,market analysis,0,6,-6,NO
Civil & Mechanical Engineering,mas 90,0,6,-6,NO
Civil & Mechanical Engineering,ssms,0,6,-6,NO
Civil & Mechanical Engineering,toyota production systems,0,6,-6,NO
Civil & Mechanical Engineering,tenacity,0,6,-6,NO
Civil & Mechanical Engineering,law enforcement,0,6,-6,NO
Civil & Mechanical Engineering,retail sales,0,6,-6,NO
Civil & Mechanical Engineering,managerial accounting,0,6,-6,NO
Civil & Mechanical Engineering,voyager),0,6,-6,NO
Civil & Mechanical Engineering,paperless proposals,0,6,-6,NO
Civil & Mechanical Engineering,database software,0,6,-6,NO
Civil & Mechanical Engineering,financial audits,0,6,-6,NO
Civil & Mechanical Engineering,technical program management,0,6,-6,NO
Civil & Mechanical Engineering,project management lifecycle,0,6,-6,NO
Civil & Mechanical Engineering,prosystem,0,6,-6,NO
Civil & Mechanical Engineering,tesseract,0,6,-6,NO
Civil & Mechanical Engineering,unix shell scripting (bash),0,6,-6,NO
Civil & Mechanical Engineering,fiber optics,0,6,-6,NO
Civil & Mechanical Engineering,vi,0,6,-6,NO
Civil & Mechanical Engineering,power user of microsoft excel epicor netsuite quickbooks hyperion great plains sage intacct,0,6,-6,NO
Civil & Mechanical Engineering,series analysis,0,6,-6,NO
Civil & Mechanical Engineering,katalon studio,0,6,-6,NO
Civil & Mechanical Engineering,technology architecture analysis,0,6,-6,NO
Civil & Mechanical Engineering,concur,0,6,-6,NO
Civil & Mechanical Engineering,initiative to work independently,0,6,-6,NO
Civil & Mechanical Engineering,sarbanesoxley,0,6,-6,NO
Civil & Mechanical Engineering,ndt level ii,0,6,-6,NO
Civil & Mechanical Engineering,media relations,0,6,-6,NO
Civil & Mechanical Engineering,catsweb,0,6,-6,NO
Civil & Mechanical Engineering,google documents,0,6,-6,NO
Civil & Mechanical Engineering,superior analytical skills,0,6,-6,NO
Civil & Mechanical Engineering,a highly motivated and energetic personality.,0,6,-6,NO
Civil & Mechanical Engineering,employee training,0,6,-6,NO
Civil & Mechanical Engineering,microsoft access 2010,0,6,-6,NO
Civil & Mechanical Engineering,mechanical theory,0,6,-6,NO
Civil & Mechanical Engineering,telecommunication,0,6,-6,NO
Civil & Mechanical Engineering,analytical and logical,0,6,-6,NO
Civil & Mechanical Engineering,the sales,0,6,-6,NO
Civil & Mechanical Engineering,financial analysis/planning,0,6,-6,NO
Civil & Mechanical Engineering,cost-benefit analysis,0,6,-6,NO
Civil & Mechanical Engineering,telecom,0,6,-6,NO
Civil & Mechanical Engineering,ubuntu 14.04,0,6,-6,NO
Civil & Mechanical Engineering,database management system and administration,0,6,-6,NO
Civil & Mechanical Engineering,emacs,0,6,-6,NO
Civil & Mechanical Engineering,managing releases,0,6,-6,NO
Civil & Mechanical Engineering,nanovision,0,6,-6,NO
Civil & Mechanical Engineering,98,0,6,-6,NO
Civil & Mechanical Engineering,pcb,0,6,-6,NO
Civil & Mechanical Engineering,functional block diagram,0,6,-6,NO
Civil & Mechanical Engineering,g/l,0,6,-6,NO
Civil & Mechanical Engineering,cloud management,0,6,-6,NO
Civil & Mechanical Engineering,cmpro,0,6,-6,NO
Civil & Mechanical Engineering,research and development,0,6,-6,NO
Civil & Mechanical Engineering,facility and plant modifications,0,6,-6,NO
Civil & Mechanical Engineering,insights,0,6,-6,NO
Civil & Mechanical Engineering,xls data input,0,6,-6,NO
Civil & Mechanical Engineering,microsoft office (word,0,6,-6,NO
Civil & Mechanical Engineering,decisive leader,0,6,-6,NO
Civil & Mechanical Engineering,visual test,0,6,-6,NO
Civil & Mechanical Engineering,designer 2000,0,6,-6,NO
Civil & Mechanical Engineering,scientific,0,6,-6,NO
Civil & Mechanical Engineering,exchange,0,6,-6,NO
Civil & Mechanical Engineering,loss optimization,0,6,-6,NO
Civil & Mechanical Engineering,textpad,0,6,-6,NO
Civil & Mechanical Engineering,improving accounting and internal control systems,0,6,-6,NO
Civil & Mechanical Engineering,assisted the cfo with the production of the monthly financials,0,6,-6,NO
Civil & Mechanical Engineering,jmeter,0,6,-6,NO
Civil & Mechanical Engineering,traceability matrix,0,6,-6,NO
Civil & Mechanical Engineering,cdi,0,6,-6,NO
Civil & Mechanical Engineering,troubleshooting windows,0,6,-6,NO
Civil & Mechanical Engineering,hpc,0,6,-6,NO
Civil & Mechanical Engineering,leadership mentoring,0,6,-6,NO
Civil & Mechanical Engineering,k-means,0,6,-6,NO
Civil & Mechanical Engineering,ppap,0,6,-6,NO
Civil & Mechanical Engineering,lan/wan,0,6,-6,NO
Civil & Mechanical Engineering,excellent writing skills,0,6,-6,NO
Civil & Mechanical Engineering,microsoft office: word / advanced ms excel skills /ms access / powerpoint / outlook,0,6,-6,NO
Civil & Mechanical Engineering,ipsec,0,6,-6,NO
Civil & Mechanical Engineering,s3),0,6,-6,NO
Civil & Mechanical Engineering,marketing & sales,0,6,-6,NO
Civil & Mechanical Engineering,html 5,0,6,-6,NO
Civil & Mechanical Engineering,echimp,0,6,-6,NO
Civil & Mechanical Engineering,managing multiple priorities,0,6,-6,NO
Civil & Mechanical Engineering,retail analytics,0,6,-6,NO
Civil & Mechanical Engineering,pro series,0,6,-6,NO
Civil & Mechanical Engineering,accounts and group policy,0,6,-6,NO
Civil & Mechanical Engineering,employee training and development,0,6,-6,NO
Civil & Mechanical Engineering,act!,0,6,-6,NO
Civil & Mechanical Engineering,water quality,0,6,-6,NO
Civil & Mechanical Engineering,business systems,0,6,-6,NO
Civil & Mechanical Engineering,dropbox,0,6,-6,NO
Civil & Mechanical Engineering,switchgear,0,6,-6,NO
Civil & Mechanical Engineering,proxmox,0,6,-6,NO
Civil & Mechanical Engineering,icims,0,6,-6,NO
Civil & Mechanical Engineering,implementing,0,6,-6,NO
Civil & Mechanical Engineering,prepares analyses as requested by manager and other departments,0,6,-6,NO
Civil & Mechanical Engineering,global shop,0,6,-6,NO
Civil & Mechanical Engineering,basic financial and operational reporting,0,6,-6,NO
Civil & Mechanical Engineering,grading and evaluation,0,6,-6,NO
Civil & Mechanical Engineering,powersteering,0,6,-6,NO
Civil & Mechanical Engineering,experienced with microsoft office - word,0,6,-6,NO
Civil & Mechanical Engineering,dbase iv,0,6,-6,NO
Civil & Mechanical Engineering,vendor management,0,6,-6,NO
Civil & Mechanical Engineering,white papers,0,6,-6,NO
Civil & Mechanical Engineering,safety compliance,0,6,-6,NO
Civil & Mechanical Engineering,portfolio analysis,0,6,-6,NO
Civil & Mechanical Engineering,ports,0,6,-6,NO
Civil & Mechanical Engineering,process improvement/simplification,0,6,-6,NO
Civil & Mechanical Engineering,as 400,0,6,-6,NO
Civil & Mechanical Engineering,develop drug,0,6,-6,NO
Civil & Mechanical Engineering,quest,0,6,-6,NO
Civil & Mechanical Engineering,financial planning and analysis,0,6,-6,NO
Civil & Mechanical Engineering,struts,0,6,-6,NO
Civil & Mechanical Engineering,lxc,0,6,-6,NO
Civil & Mechanical Engineering,administration of windows 2000 server,0,6,-6,NO
Civil & Mechanical Engineering,sensor,0,6,-6,NO
Civil & Mechanical Engineering,investor relations,0,6,-6,NO
Civil & Mechanical Engineering,marketing strategy,0,6,-6,NO
Civil & Mechanical Engineering,atlas,0,6,-6,NO
Civil & Mechanical Engineering,processing corporate visa accounts for payment,0,6,-6,NO
Civil & Mechanical Engineering,integration testing,0,6,-6,NO
Civil & Mechanical Engineering,financial risk management,0,6,-6,NO
Civil & Mechanical Engineering,inspections,0,6,-6,NO
Civil & Mechanical Engineering,networking support,0,6,-6,NO
Civil & Mechanical Engineering,leadership development program,0,6,-6,NO
Civil & Mechanical Engineering,business development & sales leadership,0,6,-6,NO
Civil & Mechanical Engineering,data cleansing,0,6,-6,NO
Civil & Mechanical Engineering,success factors lms,0,6,-6,NO
Civil & Mechanical Engineering,strategy/planning,0,6,-6,NO
Civil & Mechanical Engineering,dmm,0,6,-6,NO
Civil & Mechanical Engineering,ibm rationale doors,0,6,-6,NO
Civil & Mechanical Engineering,yearend,0,6,-6,NO
Civil & Mechanical Engineering,government contracts,0,6,-6,NO
Civil & Mechanical Engineering,ultra tax,0,6,-6,NO
Civil & Mechanical Engineering,usda,0,6,-6,NO
Civil & Mechanical Engineering,maintains files,0,6,-6,NO
Civil & Mechanical Engineering,instructional design,0,6,-6,NO
Civil & Mechanical Engineering,upgrading of hardware,0,6,-6,NO
Civil & Mechanical Engineering,so ware development,0,6,-6,NO
Civil & Mechanical Engineering,curriculum development,0,6,-6,NO
Civil & Mechanical Engineering,customer engagement,0,6,-6,NO
Civil & Mechanical Engineering,adp payroll,0,6,-6,NO
Civil & Mechanical Engineering,accountable for,0,6,-6,NO
Civil & Mechanical Engineering,lending,0,6,-6,NO
Civil & Mechanical Engineering,research support,0,6,-6,NO
Civil & Mechanical Engineering,established track record of exceptional sales results,0,6,-6,NO
Civil & Mechanical Engineering,office manager,0,6,-6,NO
Civil & Mechanical Engineering,mathematical modeling,0,6,-6,NO
Civil & Mechanical Engineering,payment terminals: verifone,0,6,-6,NO
Civil & Mechanical Engineering,eit,0,6,-6,NO
Civil & Mechanical Engineering,drilling engineering,0,6,-6,NO
Civil & Mechanical Engineering,upgrading,0,6,-6,NO
Civil & Mechanical Engineering,six-sigma,0,6,-6,NO
Civil & Mechanical Engineering,sites),0,6,-6,NO
Civil & Mechanical Engineering,sql developer,0,6,-6,NO
Civil & Mechanical Engineering,client development,0,6,-6,NO
Civil & Mechanical Engineering,test and troubleshoot ac/dc circuits,0,6,-6,NO
Civil & Mechanical Engineering,access database queries & data mining,0,6,-6,NO
Civil & Mechanical Engineering,ms office: pivot tables,0,6,-6,NO
Civil & Mechanical Engineering,financing,0,6,-6,NO
Civil & Mechanical Engineering,engineering standards,0,6,-6,NO
Civil & Mechanical Engineering,advanced data analytics,0,6,-6,NO
Civil & Mechanical Engineering,stat graphics,0,6,-6,NO
Civil & Mechanical Engineering,credit risk modeling,0,6,-6,NO
Civil & Mechanical Engineering,ability to lead and motivate a team,0,6,-6,NO
Civil & Mechanical Engineering,database systems,0,6,-6,NO
Civil & Mechanical Engineering,discrete mathematics,0,6,-6,NO
Civil & Mechanical Engineering,journal,0,6,-6,NO
Civil & Mechanical Engineering,systems administration,0,6,-6,NO
Civil & Mechanical Engineering,advanced critical thinking,0,6,-6,NO
Civil & Mechanical Engineering,key account management,0,6,-6,NO
Civil & Mechanical Engineering,trend,0,6,-6,NO
Civil & Mechanical Engineering,key management,0,6,-6,NO
Civil & Mechanical Engineering,ability to translate technical specifications,0,6,-6,NO
Civil & Mechanical Engineering,virtual systems: vmware,0,6,-6,NO
Civil & Mechanical Engineering,printers & scanners,0,6,-6,NO
Civil & Mechanical Engineering,programming tools: python,0,6,-6,NO
Civil & Mechanical Engineering,repair and maintenance practice,0,6,-6,NO
Civil & Mechanical Engineering,technician v,0,6,-6,NO
Civil & Mechanical Engineering,linux and os,0,6,-6,NO
Civil & Mechanical Engineering,knowledge of manufacturing test methodologies.,0,6,-6,NO
Civil & Mechanical Engineering,de-bugging,0,6,-6,NO
Civil & Mechanical Engineering,clarity,0,6,-6,NO
Civil & Mechanical Engineering,structured software,0,6,-6,NO
Civil & Mechanical Engineering,scheduling appointments,0,6,-6,NO
Civil & Mechanical Engineering,linux and os x,0,6,-6,NO
Civil & Mechanical Engineering,pages,0,6,-6,NO
Civil & Mechanical Engineering,sps,0,6,-6,NO
Civil & Mechanical Engineering,tornado,0,6,-6,NO
Civil & Mechanical Engineering,networking i,0,6,-6,NO
Civil & Mechanical Engineering,vsphere,0,6,-6,NO
Civil & Mechanical Engineering,ms outlook,0,6,-6,NO
Civil & Mechanical Engineering,mdfs,0,6,-6,NO
Civil & Mechanical Engineering,devops,0,6,-6,NO
Civil & Mechanical Engineering,nics,0,6,-6,NO
Civil & Mechanical Engineering,helioscope,0,6,-6,NO
Civil & Mechanical Engineering,telephones,0,6,-6,NO
Civil & Mechanical Engineering,architecture,0,6,-6,NO
Civil & Mechanical Engineering,ptc creo),0,6,-6,NO
Civil & Mechanical Engineering,microsoft office - word,0,6,-6,NO
Civil & Mechanical Engineering,proe,0,6,-6,NO
Civil & Mechanical Engineering,preparing financial reports,0,6,-6,NO
Civil & Mechanical Engineering,fraud detection,0,6,-6,NO
Civil & Mechanical Engineering,qcc,0,6,-6,NO
Civil & Mechanical Engineering,production process,0,6,-6,NO
Civil & Mechanical Engineering,sheet metal,0,6,-6,NO
Civil & Mechanical Engineering,live electrical,0,6,-6,NO
Civil & Mechanical Engineering,troubles,0,6,-6,NO
Civil & Mechanical Engineering,mortgage lending,0,6,-6,NO
Civil & Mechanical Engineering,astm material testing and chemical evaluations of materials,0,6,-6,NO
Civil & Mechanical Engineering,network security,0,6,-6,NO
Civil & Mechanical Engineering,venture capital,0,6,-6,NO
Civil & Mechanical Engineering,excellent communication,0,6,-6,NO
Civil & Mechanical Engineering,traffic control and state highway database,0,6,-6,NO
Civil & Mechanical Engineering,experience with autocad,0,6,-6,NO
Civil & Mechanical Engineering,supervisory control and data acquisition,0,6,-6,NO
Civil & Mechanical Engineering,5s,0,6,-6,NO
Civil & Mechanical Engineering,iterative,0,6,-6,NO
Civil & Mechanical Engineering,active noise cancelling (anc),0,6,-6,NO
Civil & Mechanical Engineering,microsoft excel expert - pivot tables,0,6,-6,NO
Civil & Mechanical Engineering,hive(hql),0,6,-6,NO
Civil & Mechanical Engineering,siemens plc,0,6,-6,NO
Civil & Mechanical Engineering,agile coach,0,6,-6,NO
Civil & Mechanical Engineering,mac ios,0,6,-6,NO
Civil & Mechanical Engineering,troubleshooting soho networks,0,6,-6,NO
Civil & Mechanical Engineering,wall paper,0,6,-6,NO
Civil & Mechanical Engineering,and irregularities to provide accurate records for tfcu and its service organizations,0,6,-6,NO
Civil & Mechanical Engineering,advanced knowledge of embedded systems,0,6,-6,NO
Civil & Mechanical Engineering,excellent negotiating tactics,0,6,-6,NO
Civil & Mechanical Engineering,sales force,0,6,-6,NO
Civil & Mechanical Engineering,proficient with microsoft word,0,6,-6,NO
Civil & Mechanical Engineering,maintain documentation,0,6,-6,NO
Civil & Mechanical Engineering,research scientist,0,6,-6,NO
Civil & Mechanical Engineering,ms visual basic,0,6,-6,NO
Civil & Mechanical Engineering,9900 portable c-arm,0,6,-6,NO
Civil & Mechanical Engineering,system configuration,0,6,-6,NO
Civil & Mechanical Engineering,mortgage banking,0,6,-6,NO
Civil & Mechanical Engineering,the sale,0,6,-6,NO
Civil & Mechanical Engineering,relational databases,0,6,-6,NO
Civil & Mechanical Engineering,qa testing,0,6,-6,NO
Civil & Mechanical Engineering,market share,0,6,-6,NO
Civil & Mechanical Engineering,gantt chart scheduler,0,6,-6,NO
Civil & Mechanical Engineering,prediction modelling,0,6,-6,NO
Civil & Mechanical Engineering,wsam-dc fiber,0,6,-6,NO
Civil & Mechanical Engineering,manages the accounts payable function - including employee/volunteer reimbursement - from processing incoming invoices,0,6,-6,NO
Civil & Mechanical Engineering,read blueprints,0,6,-6,NO
Civil & Mechanical Engineering,asset keeper pro software,0,6,-6,NO
Civil & Mechanical Engineering,social networks,0,6,-6,NO
